,Unnamed: 0,id, text, labels, insult, degree, role, guy, abuse,processed
2992,2992,1.6416274546818E+18," 9:22 at night and I'm fighting on Twitter with a port-faced fan of millionaires who only knows how to tell me that I'm ""lgtbi""", VIOLENT,, MODERATE, EXECUTOR, OTHER,,   at night and I m fight on twitter with a portface fan of millionaire who only know how to tell I that I m lgtbi
2993,2993,1.5989913575653E+18," @disneypluses in the first chapter I have already lost my desire to see more (a shame because I always liked willow a lot)… I am fed up with so much LGBT campaign, what percentage of viewers believe they have gays or straights... so much trouble that they lose viewers!", NONVIOLENT,,,,,,   in the first chapter I have already lose my desire to see more a shame because I always like willow a lot I be feed up with so much lgbt campaign what percentage of viewer believe they have gay or straight so much trouble that they lose viewer
2994,2994,1.6333388264531E+18,"#homophobic phrases don't wear it, they are gay lic. @ivan_chanis here there is an aggression not only physical but also #verbal against the lgtbi community of panama @frankchollywood but they are young people from neighborhoods. The community must group together to defend itself from future attacks by homophobic groups.", NONVIOLENT,,,,,,  phrase do not wear it they be gay lic   here there be an aggression not only physical but also   against the lgtbi community of panama   but they be young people from neighborhood the community must group together to defend itself from future attack by homophobic group
2995,2995,1.6080711871957E+18, @jipsyjuan @josuefumero churras and merinas. the lgtbi shoehorned in., NONVIOLENT,,,,,,    churra and merinas the lgtbi shoehorn in
2996,2996,1.598267767702E+18," Calling someone a fascist is not an offense. Fascism is an offense to democracy. We will not stop defending women, migrants, the LGBT community, and denouncing those who want to end their rights.", NONVIOLENT,,,,,,  call someone a fascist be not an offense fascism be an offense to democracy we will not stop defend woman migrant the lgbt community and denounce those who want to end their right
2997,2997,1.585650352552E+18," @elmundoes @irenemontero maintains the verbose mantera that fewer and fewer people believe. This law goes against LGBTI rights precisely. It doesn't help them at all, quite the opposite. Don't sell the bike anymore. t law is misogyny. no trans law", VIOLENT,, MODERATE, INFORMATIVE, OTHER,,    maintain the verbose mantera that few and few people believe this law go against lgbti right precisely it do not help they at all quite the opposite do not sell the bike anymore t law be misogyny no trans law
2998,2998,1.614207404262E+18,"@dom_efe @viernesyepa2 Maybe they convinced her that immigrants are to blame for many things. Or I don't know, you will know why you collectively feel threatened. Feminazis? lgtbi lobby? Republicans? anti-bullfighting? People who criticize the police? People who shit on the flag?", NONVIOLENT,,,,,,   maybe they convince she that immigrant be to blame for many thing or I do not know you will know why you collectively feel threaten feminazi lgtbi lobby republican antibullfighte people who criticize the police people who shit on the flag
2999,2999,1.6095506208805E+18," @javiernegre10 you don't need to be very smart, but hey, it's you:. He is going to set up his party, it is going to be like Vox, just as fascist, but feminist and LGBT friendly, and just as racist.", VIOLENT,, MODERATE, EXECUTOR, POLICY,,   you do not need to be very smart but hey its you he be go to set up his party it be go to be like vox just as fascist but feminist and lgbt friendly and just as racist
3000,3000,1.6276511660865E+18," @victorg91 yes, you are very oppressed and you need to tell us 24/7 that you are lgtbi people", NONVIOLENT,,,,,,   yes you be very oppressed and you need to tell we   that you be lgtbi people
3001,3001,1.6435002183762E+18, @pietheinforever @a_iturralde echeminga . the lgtbi association. the vice's shoes. your eggs, NONVIOLENT,,,,,,    echeminga   the lgtbi association the vice shoe your egg
3002,3002,1.6478649846034E+18," terfism does not come alone, it is always accompanied by lgtbiphobia, racism. There is no better definition of what Rita Bosaho says than this answer https://twitter.com/jotalarac/estatus/1647583837914910721", NONVIOLENT,,,,,,  terfism do not come alone it be always accompany by lgtbiphobia racism there be no well definition of what rita bosaho say than this answer
3003,3003,1.6273791042856E+18,@mariaelvirasp @petrogustavo was there an lgtbi march+97 more aberrations?, VIOLENT,, MODERATE, EXECUTOR, HOMOPHOB,,   be there an lgtbi march more aberration
3004,3004,1.5951988872325E+18, @pablom_m the best defense of the lgtbi community that is being made is the asshole that so many cocksuckers are giving to the issue., VIOLENT,, MODERATE, EXECUTOR, OTHER,,   the good defense of the lgtbi community that be be make be the asshole that so many cocksucker be give to the issue
3005,3005,1.6201421915901E+18," @barrycadiz @robinlawley2 the swastika is a religious symbol, Buddhism, Hinduism, etc., I am opposed to any totalitarian ideology or doctrine. But if an LGBT takes Ché, I'm going to get Franco tattooed on the rabbit, and if you take Stalin and Lenin as heroes, I'll get Musolini and Hitler. Be tolerant.", NONVIOLENT,,,,,,    the swastika be a religious symbol buddhism hinduism etc I be oppose to any totalitarian ideology or doctrine but if an lgbt take ché I m go to get franco tattooed on the rabbit and if you take stalin and lenin as hero ill get musolini and hitler be tolerant
3006,3006,1.6474917569073E+18," @jota_dbs the same as the gays of the lgtbi collective, who use being harassed for being gay for anything.", VIOLENT,, MODERATE, EXECUTOR, HOMOPHOB,,   the same as the gay of the lgtbi collective who use be harass for be gay for anything
3007,3007,1.6345015811555E+18," @isabelmperalta8 that sick obsession that spreads the disease because of the lgtbi law and other shit they are going to do it for free, it doesn't bother you, ask soros.", VIOLENT,, MODERATE, EXECUTOR, HOMOPHOB,,   that sick obsession that spread the disease because of the lgtbi law and other shit they be go to do it for free it do not bother you ask soro
3008,3008,1.6237780462589E+18," am morally incapable of voting for any party that spreads conspiracy theories, especially those used to legitimize an imperialist and invading power. approve the lgtbi laws that you approve. https://twitter.com/antoniomaestre/estatus/1623712015846936576", NONVIOLENT,,,,,,  be morally incapable of vote for any party that spread conspiracy theory especially those use to legitimize an imperialist and invade power approve the lgtbi law that you approve
3009,3009,1.6403526790577E+18, The parents of the Marianist School of Our Lady of Pilar in Madrid confirm to us that in the “Create2 to Love” program they are giving children transgender and LGBTI content. demands that they eliminate gender ideology:. http://bit.ly/3kaybnd. #stopdoctrination, NONVIOLENT,,,,,,  the parent of the marianist school of our lady of pilar in madrid confirm to we that in the create to love program they be give child transgender and lgbti content demand that they eliminate gender ideology  
3010,3010,1.2355737262023E+18, @IreneMontero I see you because you are passable. I can't hear you because it's repellent to hear you speak., VIOLENT,, MODERATE, EXECUTOR, OTHER,,   I see you because you be passable I can not hear you because its repellent to hear you speak
3011,3011,1.6576047565991E+18,"@arseniaguti what about the yellow ribbons in the city councils of Barcelona? And the facades of the left-wing town halls in purple? And the flags of the lgtbi pedophile lobi? you have all reason, everything you touch, rots. ðŸ‡ªðŸ‡¦ðŸ‡ªðŸ‡¦ðŸ‡ªðŸ‡¦ðŸ‡ªðŸ‡¦ðŸ‡ªðŸ‡¦ðŸ‡ªðŸ‡¦ðŸ‡ªðŸ ‡¦", VIOLENT,, SERIOUS, EXECUTOR, HOMOPHOB,,  what about the yellow ribbon in the city council of barcelona and the facade of the leftwe town hall in purple and the flag of the lgtbi pedophile lobi you have all reason everything you touch rot ðÿªðÿðÿªðÿðÿªðÿðÿªðÿðÿªðÿðÿªðÿðÿªðÿ
3012,3012,1.630411893344E+18," @carlosdetoron2 @libertaddigital are not fake profiles. They are pseudonymous accounts allowed by the little bird. There may be a judge, a pizza delivery man or a bishop behind. The important thing on Twitter is ideas and reasoning. The PP doesn't help Sánchez, no. It is the b-side of the feminazi-lgtbi psoe.ðŸ˜œ", VIOLENT,, MODERATE, EXECUTOR, OTHER,,    be not fake profile they be pseudonymous account allow by the little bird there may be a judge a pizza delivery man or a bishop behind the important thing on twitter be idea and reason the pp do not help sánchez no it be the bside of the feminazilgtbi psoeðÿœ
3013,3013,1.5831829153198E+18, The @policia is to give a medal and a lifetime supplement to Carmen Calvo's boyfriend sub-inspector. -so that Marlaska fabricates a false police report to cover up LGBT attacks on the opposition. -not to denounce social reality and break the political narrative., VIOLENT,, MODERATE, EXECUTOR, POLICY,,  the   be to give a medal and a lifetime supplement to carman calvos boyfriend subinspector so that marlaska fabricate a false police report to cover up lgbt attack on the opposition not to denounce social reality and break the political narrative
3014,3014,1.2351950721253E+18,@laSextaTV @cayetanaAT I am glad that you are faithful to the truth and that you do not allow yourself to be dominated by Fake News media like @laSextaTV and the character of Ferreras and his gang. What I don't understand is what are you doing at @populares?, NONVIOLENT,,,,,,   I be glad that you be faithful to the truth and that you do not allow yourself to be dominate by fake news medium like   and the character of ferreras and his gang what I do not understand be what be you do at
3015,3015,1.6263273754692E+18," Alarming increase in cases due to indoctrination? I, unfortunately, grew up in an environment in which I did not have any lgtbi+ people around, apart from series, pelvis, etc. They never showed realities other than cis-hetero. and I have come out as a non-binary queer. take it now https://twitter.com/eldiarioes/estatus/1626185587735646209", NONVIOLENT,,,,,,  alarming increase in case due to indoctrination I unfortunately grow up in an environment in which I do not have any lgtbi people around apart from series pelvis etc they never show reality other than cishetero and I have come out as a nonbinary queer take it now
3016,3016,1.6505304855195E+18," @freri_loup @carlramireza @agnost1cc4t you can justify it however you want but that does not mean that the lgtbi lobby seeks to normalize pedophilia. As an example, they make small children dress and dance in a sexualized way in front of older adults belonging to this lobby.", VIOLENT,, SERIOUS, EXECUTOR, HOMOPHOB,,     you can justify it however you want but that do not mean that the lgtbi lobby seek to normalize pedophilia as an example they make small child dress and dance in a sexualized way in front of old adult belong to this lobby
3017,3017,1.630135548844E+18,"You are not compatible as president of the PP and even less so as president of the government! Its 2030 agenda makes it incompatible, a ""right-wing"" party cannot be in favor of abortion, or euthanasia, or LGBTI and the transposed law, or demonizing men! @nunezfeijoo", NONVIOLENT,,,,,,you be not compatible as president of the pp and even less so as president of the government its   agenda make it incompatible a rightwe party can not be in favor of abortion or euthanasia or lgbti and the transposed law or demonizing man
3018,3018,1.5959888629037E+18, @bykriswithlove girls used to hold hands normally. now everyone is lgtbi. . The madness., NONVIOLENT,,,,,,   girl use to hold hand normally now everyone be lgtbi   the madness
3019,3019,1.5834331289157E+18," @nometiente @claudialopez, in addition to being sick, she is a mediocre cynic, in short those in the lgtbi literature community suck at dirt", VIOLENT,, MODERATE, EXECUTOR, HOMOPHOB,,    in addition to be sick she be a mediocre cynic in short those in the lgtbi literature community suck at dirt
3020,3020,1.6320734088288E+18," @almeidapp_ stop lying, stop stealing, stop fucking, stop privatizing healthcare. Stop killing seniors, leave LGBTI alone, and when you are a decent party without thieves, and clean, run for elections again , pp rats", VIOLENT,, SERIOUS, EXECUTOR, POLICY,,   stop lie stop steal stop fucking stop privatize healthcare stop kill senior leave lgbti alone and when you be a decent party without thief and clean run for election again   pp rat
3021,3021,1.5900631795764E+18,"Attention! I had a vision! women disappeared as a species. men became effeminate, they could have children. There were two species left, effeminate and trans. From the LGBTI sect, all genetic change was organized protected by laws. Is Irene Montero the devil?", VIOLENT,, MODERATE, EXECUTOR, OTHER,,attention I have a vision woman disappear as a specie man become effeminate they could have child there be two specie leave effeminate and tran from the lgbti sect all genetic change be organize protect by law be irene montero the devil
3022,3022,1.5984050767202E+18," @josevico4 @irenemontero the victims are also used by the lgtbi goddess, for her own interest, if the discourse fits her", NONVIOLENT,,,,,,    the victim be also use by the lgtbi goddess for her own interest if the discourse fit she
3023,3023,1.6480855247567E+18," @pablolucini3 surprise! How good it will be for lgtbi and feminazis to be surrounded by these people. It will be payment for their years of supporting illegal Muslim immigration. Let them not cry, let them rock it after so many years.", VIOLENT,, MODERATE, EXECUTOR, OTHER,,   surprise how good it will be for lgtbi and feminazi to be surround by these people it will be payment for their year of support illegal muslim immigration let they not cry let they rock it after so many year
3024,3024,1.630505726002E+18," @oliverolivella if you were not as anti-Zionist as tv3-sigfrid gras you would not censor the Palestinian protests in Gaza against Hamas-jihad, as well as the repression of LGBTI people, abortionists, secularists and feminists:. https://elpais.com/internacional/2019/03/30/actualidad/1553979846_143088.html", NONVIOLENT,,,,,,   if you be not as antizionist as tvsigfrid gras you would not censor the palestinian protest in gaza against hamasjihad as well as the repression of lgbti people abortionist secularist and feminist
3025,3025,1.592557400456E+18,"@igualdadlgbt and? With that, is Qatar going to accept LGBTI people? Go to Qatar and eat someone of the same sex in public, I'm sure that thanks to the bullshit flag nothing will happen to you.", NONVIOLENT,,,,,,  and with that be qatar go to accept lgbti people go to qatar and eat someone of the same sex in public I m sure that thank to the bullshit flag nothing will happen to you
3026,3026,1.6432381592059E+18," @pablolucini3 depraved lgtbi bullshit, without respect and let them respect these psychopaths? a cow", VIOLENT,, MODERATE, EXECUTOR, HOMOPHOB,,   deprave lgtbi bullshit without respect and let they respect these psychopath a cow
3027,3027,1.5982793979914E+18, @ivan75679186 @mnh16965270 @maxtena1 hahaha she is crazy. and that's it. Her name is Samantha Hudson I think. He is the LGBTI reference of the radical left, VIOLENT,, MODERATE, EXECUTOR, OTHER,,     hahaha she be crazy and that s it her name be samantha hudson I think he be the lgbti reference of the radical left
3028,3028,1.6414291162295E+18," @vdp_alan @herqles_es if the terrorist had entered an LGBT nightclub and killed 3, you would surely define it as a hate crime.", NONVIOLENT,,,,,,    if the terrorist have enter an lgbt nightclub and kill   you would surely define it as a hate crime
3029,3029,1.5904592345624E+18," @jl_sastre 2.0 m for the union members ðŸ¦; 600 m to Irene and her beach bar; 645 m for lgtbi development; 31 m for the CEOs of the CEO; 1,345 m for the 2030 agenda... then you go and tell me that they are for health and education. OK.", NONVIOLENT,,,,,,    m for the union member ðÿ   m to irene and her beach bar   m for lgtbi development   m for the ceo of the ceo   m for the   agenda then you go and tell I that they be for health and education ok
3030,3030,1.6009496906017E+18,"@romanchas2 @chris_gjardom @_matiasrios_ @oocprogresismo I don't support homosexuality but I understand that there is a difference between being gay and lgtbi, the second is a political movement that is rotting everything and using them as a shield to sneak in whatever filth they can think of. The bad thing is that few are aware of this and support blindly.", VIOLENT,, MODERATE, EXECUTOR, HOMOPHOB,,     I do not support homosexuality but I understand that there be a difference between be gay and lgtbi the second be a political movement that be rot everything and use they as a shield to sneak in whatever filth they can think of the bad thing be that few be aware of this and support blindly
3031,3031,1.5903632543749E+18, come more agenda 2030 ðŸŒ ðŸ'¹ promoted by the communist psychopath trudeau ðŸ”» and more psychological damage to Canadian children ðŸ‡¨ðŸ‡¦âš with the garbage of the satanic 'lgtbi lobby ' ðŸ ³ï¸ â€ ðŸŒˆðŸ ³ï¸ â€ âš§ï¸ . How disgusting are these satanic characters ðŸ'¹ðŸ¤¢ðŸ¤® https://twitter.com/igualdadlgbt/estatus/1590272813923205120, VIOLENT,, MODERATE, EXECUTOR, HOMOPHOB,,  come more agenda   ðÿœ ðÿ¹ promote by the communist psychopath trudeau ðÿ and more psychological damage to canadian child ðÿðÿâš with the garbage of the satanic lgtbi lobby   ðÿ ³ï â ðÿœˆðÿ ³ï â âšï   how disgusting be these satanic character ðÿ¹ðÿðÿ
3032,3032,1.6196213160046E+18, @thecentenator putin come once and free us from all that progressive and lgtbi shit ðŸ™ ðŸ », VIOLENT,, MODERATE, EXECUTOR, HOMOPHOB,,   putin come once and free we from all that progressive and lgtbi shit ðÿ ðÿ
3033,3033,1.5998495937551E+18, @veintimillapier may be a pedophile from the LGBTI sect. who knows?, VIOLENT,, MODERATE, EXECUTOR, HOMOPHOB,,   may be a pedophile from the lgbti sect who know
3034,3034,1.5863405919355E+18,"@elclavicordio @keletkert those photos are from prussia a wedding of a russian fascist you can look it up on the internet, the worst thing is that you know it and you follow the lie, you are a fascist, how about the lgtbi collective with the fascist regime Russian ?", VIOLENT,, MODERATE, EXECUTOR, OTHER,,   those photo be from prussia a wedding of a russian fascist you can look it up on the internet the bad thing be that you know it and you follow the lie you be a fascist how about the lgtbi collective with the fascist regime russian
3035,3035,1.6122282442326E+18," @nanyfloreza I totally agree, Cartagena and its walled city is terrible, it smells anything but good, garbage in the streets where you can't take a baby in the car because you have to get out on the street, full of LGBTI people selling sex in peace, unsafe streets."" ¦and more", VIOLENT,, MODERATE, EXECUTOR, HOMOPHOB,,   I totally agree cartagena and its walled city be terrible it smell anything but good garbage in the street where you can not take a baby in the car because you have to get out on the street full of lgbti people sell sex in peace unsafe street and more
3036,3036,1.6345373426848E+18," lgtbi rainbow says, I can't handle the stupidity of some https://twitter.com/mrinaki/estatus/1634228602291068929", VIOLENT,, MODERATE, PASSIVE, OTHER,,  lgtbi rainbow say I can not handle the stupidity of some
3037,3037,9.8968977524965E+17, @ivcastro5 It cannot be spread because you are a private user #ridcula, VIOLENT,, MODERATE, EXECUTOR, OTHER,,   it can not be spread because you be a private user
3038,3038,1.6154251410136E+18, @marujanver the current Spanish extreme left and sexual mental treatment go hand in hand. It has to do with the ideological orientation of this radical left with the lgtbi and transgender minorities. They try to protect those guilty of unspeakable conduct., VIOLENT,, MODERATE, EXECUTOR, POLICY,,   the current spanish extreme left and sexual mental treatment go hand in hand it have to do with the ideological orientation of this radical left with the lgtbi and transgender minority they try to protect those guilty of unspeakable conduct
3039,3039,1.5986403467366E+18,"@patriciaornosa lgtbi queer non-binary quirky, asexual, fucker and fangirl.", VIOLENT,, MODERATE, EXECUTOR, OTHER,,  lgtbi queer nonbinary quirky asexual fucker and fangirl
3040,3040,1.6287349177597E+18," @liusivaya well, it's better that he accuses lgtbi because it is aberrant.", VIOLENT,, MODERATE, EXECUTOR, HOMOPHOB,,   well its well that he accuse lgtbi because it be aberrant
3041,3041,1.6199799571697E+18," @fcomolina1985 is that, without undermining Star Trek, there are no stories with fantastic creatures, different species collaborating, LGBT characters, mysteries and on top of that it is anti-fascist. to choose the one that gives money to horrible people.", NONVIOLENT,,,,,,   be that without undermine star trek there be no story with fantastic creature different specie collaborate lgbt character mystery and on top of that it be antifascist to choose the one that give money to horrible people
3042,3042,1.5852075939955E+18, @irenemontero with the budget of your useless ministry and the allocations to lgtbi beach bars you could build low-income housing or rehabilitate unlisted buildings owned by the state to solve the housing needs of Spaniards who do not deserve further delays., VIOLENT,, MODERATE, EXECUTOR, POLICY,,   with the budget of your useless ministry and the allocation to lgtbi beach bar you could build lowincome housing or rehabilitate unlisted building own by the state to solve the housing need of spaniard who do not deserve further delay
3043,3043,1.6478850466599E+18, @abogadoscrist wait! What do you think is bad that a city council puts up an LGBT flag? Seriously? you are children of. 0461, VIOLENT,, MODERATE, EXECUTOR, OTHER,,   wait what do you think be bad that a city council put up an lgbt flag seriously you be child of
3044,3044,1.6012365112191E+18,"@0016estela @glowingmami has been a very serious, extremely discriminatory attack in which no autistic people have spoken. They do it with blacks, women, lgtbi, etc... and they close the program", NONVIOLENT,,,,,,   have be a very serious extremely discriminatory attack in which no autistic people have speak they do it with black woman lgtbi etc and they close the program
3045,3045,1.6406681369731E+18, @pedro_casares the European Commission is so communist that it freezes funds to Italy just because it is right-wing but it gives money to Sanchez when he tells them to their faces that he is not going to spend a cent on health or education. but 20 billion have been spent on equality and 11 million on LGBT lobbies., NONVIOLENT,,,,,,   the european commission be so communist that it freeze fund to italy just because it be rightwe but it give money to sanchez when he tell they to their face that he be not go to spend a cent on health or education but   billion have be spend on equality and   million on lgbt lobby
3046,3046,1.5990526252529E+18, @anabelalonso_of put the lgtbi.z123omega cloth in your house if you feel like it. but the flag of Spain is this ðŸ‡ªðŸ‡¦., NONVIOLENT,,,,,,   put the lgtbizomega cloth in your house if you feel like it but the flag of spain be this ðÿªðÿ
3047,3047,1.6302976648048E+18," @manamaniesma @unmorocondni it's complicated; On the one hand, you have the Spanish left, which is an LGBT and abortionist lobby. On the other hand, you have the Spanish right that is racist and very stubborn. In religious terms, it is clear that the balance is to the right but I refuse to vote for the PP or Vox. it's complicated.", NONVIOLENT,,,,,,    its complicated on the one hand you have the spanish left which be an lgbt and abortionist lobby on the other hand you have the spanish right that be racist and very stubborn in religious term it be clear that the balance be to the right but I refuse to vote for the pp or vox its complicated
3048,3048,1.6367698985035E+18,"ðŸ”´ of course, Â«for reds and fagotsÂ» addresses in depth the role of the psoe not only in the achievement of lgtbi rights, but as part of those who tried to prevent them, including their current intolerable transphobia. little red and little faggots.", VIOLENT,, MODERATE, EXECUTOR, OTHER,,ðÿ of course âfor red and fagotsâ address in depth the role of the psoe not only in the achievement of lgtbi right but as part of those who try to prevent they include their current intolerable transphobia little red and little faggot
3049,3049,1.6186615011367E+18," @manuelmorales_g from behind while I put it in you. Its nature is against everything that is not Islam. step by step, Christians, lgtbi, everything! but hey, happy fools", VIOLENT,, MODERATE, EXECUTOR, OTHER,,   from behind while I put it in you its nature be against everything that be not islam step by step christians lgtbi everything but hey happy fool
3050,3050,1.5858318354475E+18," @kokitoaburrida @brunoblazquezg @quilintero741 @_delusion_6_ @igualdadlgbt receive threats for expressing their discontent or regret from their own lgtbi collective, tell me if it is not a dictatorship", NONVIOLENT,,,,,,       receive threat for express their discontent or regret from their own lgtbi collective tell I if it be not a dictatorship
3051,3051,1.6222002651505E+18," @marcelamvzyya hahaha beautiful beautiful and divine, but strange that that petribobo has discriminated against you on a gender basis if they support and promote the lgtbi+ community and they did many campaigns to avoid that and now they are the same ones who use those expressions hahaha", NONVIOLENT,,,,,,   hahaha beautiful beautiful and divine but strange that that petribobo have discriminate against you on a gender basis if they support and promote the lgtbi community and they do many campaign to avoid that and now they be the same one who use those expression hahaha
3052,3052,1.6254810205637E+18,"@capitanbitcoin on the way to being from a caliphate or taifas again. Sad future for women, even worse for LGBTI people. and for all men of critical spirit and free temperament who must submit or escape.", NONVIOLENT,,,,,,  on the way to be from a caliphate or taifas again sad future for woman even bad for lgbti people and for all man of critical spirit and free temperament who must submit or escape
3053,3053,1.6233122916461E+18, @relatandohisto1 yes. the multiracial lgtbi woke progressiveness repels me., VIOLENT,, MODERATE, EXECUTOR, HOMOPHOB,,   yes the multiracial lgtbi wake progressiveness repel I
3054,3054,1.6001941612646E+18," I don't even go into the issue of women's rights and LGBTI issues, because I say and said that for more than one leftist, these are issues that, if they are not directly against, they will have a hard time. but already communists giving rise to a soccer tournament bathed in working class blood.", VIOLENT,, MODERATE, EXECUTOR, POLICY,,  I do not even go into the issue of women right and lgbti issue because I say and say that for more than one leftist these be issue that if they be not directly against they will have a hard time but already communist give rise to a soccer tournament bathe in work class blood
3055,3055,1.599783592624E+18, There may be two explanations for this: Either he wants to come out of the closet or he also wants to suck from the LGBTI lobby., VIOLENT,, MODERATE, EXECUTOR, HOMOPHOB,,  there may be two explanation for this either he want to come out of the closet or he also want to suck from the lgbti lobby
3056,3056,1.6118649897442E+18," @eduardofrub hey, aren't you going to say anything about the beating of some gays by some Moroccans, champion of LGBTI rights?", NONVIOLENT,,,,,,   hey be not you go to say anything about the beating of some gay by some moroccan champion of lgbti right
3057,3057,1.5958379942374E+18,no fascism ro racisno feminism lgtbi rights social justice environmentalism #elsocialismoqueviene grande @psoe. top day in ferra with @sanchezcastejon the psoe is psoe ðŸ ³ï¸ â€ âš§ï¸ ðŸ ³ï¸ â€ ðŸŒˆðŸŒ¹ðŸŒ²â˜ï¸ ðŸŒ¿ðŸ'œâ™€ï¸ ðŸ'ªðŸŒ¹ðŸŒ¹ https://twitter.com/ sanchezcastejon/status/1595822393792290816, NONVIOLENT,,,,,,no fascism ro racisno feminism lgtbi right social justice environmentalism   grande   top day in ferra with   the psoe be psoe ðÿ ³ï â âšï ðÿ ³ï â ðÿœˆðÿœ¹ðÿœ²âï ðÿœðÿœâï ðÿªðÿœ¹ðÿœ¹   sanchezcastejonstatus
3058,3058,1.5829463553662E+18," @fharel47 @emmarincon @petrogustavo you didn't understand, his people are slowly becoming uncomfortable. The other day he said that he is negotiating with the United States to bring NATO to the Amazon. Meanwhile, those who support him progress in Colombia only think about LGBTI and legal abortion.", NONVIOLENT,,,,,,     you do not understand his people be slowly become uncomfortable the other day he say that he be negotiate with the united states to bring nato to the amazon meanwhile those who support he progress in colombia only think about lgbti and legal abortion
3059,3059,1.5978511006776E+18," @folgadojj @cpirrata @okdiario let's see if I understand it. If it is not of another race, lgtbi, etc., is it not considered discrimination? Shouldn't she be expelled immediately? Isn't a teacher instilling hatred with his actions?", NONVIOLENT,,,,,,     let see if I understand it if it be not of another race lgtbi etc be it not consider discrimination should not she be expel immediately be not a teacher instill hatred with his action
3060,3060,1.6204588057159E+18,"@kevinmaskedman a lot of lgtbi+ in the series, they already lost my support. story that did not exist in the game. They invented it, they almost showed the entire member of both of them in the series, they were very disturbed.", VIOLENT,, MODERATE, EXECUTOR, OTHER,,  a lot of lgtbi in the series they already lose my support story that do not exist in the game they invent it they almost show the entire member of both of they in the series they be very disturbed
3061,3061,1.5868556356264E+18, @vox_es @manuzbel we want a feminist association in which we all join. was the lgtbi sect., VIOLENT,, MODERATE, EXECUTOR, HOMOPHOB,,    we want a feminist association in which we all join be the lgtbi sect
3062,3062,1.2350983636216E+18, @laSextaTV The sixth is garbage and indoctrination., VIOLENT,, MODERATE, EXECUTOR, OTHER,,   the sixth be garbage and indoctrination
3063,3063,1.6286767064908E+18," @thesarahuff you were not a feminist, you were a feminazi, a hembrist, and you followed lgtbi ideologies. Being a feminist is not what they tell you. A great example is María Curie Sklodowska, who in the world of men, demonstrated her worth. 2 nobel.", NONVIOLENT,,,,,,   you be not a feminist you be a feminazi a hembrist and you follow lgtbi ideology be a feminist be not what they tell you a great example be maría curie sklodowska who in the world of man demonstrate her worth   nobel
3064,3064,1.5907684270312E+18," @namela7919 the lgtbi thing is a circus that has been set up to distract attention from ðŸ'‰ and the fumigations â˜ ï¸ â˜ ï¸ â˜ ï¸, the states' respect for their condition brings it to a halt", NONVIOLENT,,,,,,   the lgtbi thing be a circus that have be set up to distract attention from ðÿ and the fumigation â ï â ï â ï the state respect for their condition bring it to a halt
3065,3065,1.6229866868451E+18,"@ancap_peru @balkraix @gall_kemal @perrotradi @lek_ancap say a lot of atheist and â€œliberalâ€ things in your profile, but you swallow conservative religious propaganda with potatoes in relation to the LGBTI and gender issue. although I shouldn't be surprised by a libertarian (synonymous with ignorant in social and political issues)", VIOLENT,, MODERATE, EXECUTOR, OTHER,,      say a lot of atheist and âœliberalâ thing in your profile but you swallow conservative religious propaganda with potato in relation to the lgbti and gender issue although I should not be surprise by a libertarian synonymous with ignorant in social and political issue
3066,3066,1.6600260305585E+18," @fran_warrior paco, I am increasingly convinced that right-wing voters live in ignorance, do not stop proving it. https://diario16.com/ayuso-se-une-a-la-cruzada-de-la-ultraderecha-europea-contra-las-personas-lgtbi/", VIOLENT,, MODERATE, EXECUTOR, POLICY,,   paco I be increasingly convinced that rightwe voter live in ignorance do not stop prove it
3067,3067,1.6087902475294E+18," @devi97101665 for lgtbi, freudian martian marxists, there is no god, nor commandments of god's law. nor family. There is no truth, the truth is what interests them at that moment. They distort history, language, to change culture.", VIOLENT,, MODERATE, EXECUTOR, HOMOPHOB,,   for lgtbi freudian martian marxist there be no god nor commandment of god law nor family there be no truth the truth be what interest they at that moment they distort history language to change culture
3068,3068,1.6367924895365E+18,"@patriciodonas @eugeniamoycitas @eduardomenoni let me guess, you don't respect that the lady has a god or believes in him, but you are one of the first to ask for respect for the lgtbi community. pardon the level of hypocrisy of these people.", NONVIOLENT,,,,,,    let I guess you do not respect that the lady have a god or believe in he but you be one of the first to ask for respect for the lgtbi community pardon the level of hypocrisy of these people
3069,3069,1.64179718999E+18," @mauriciozava @lumoficial @museomemoriacl will be full of the same red garbage and caviar as always, terrucos, feminazis, lgtbi, and their sick followers.", VIOLENT,, MODERATE, EXECUTOR, OTHER,,     will be full of the same red garbage and caviar as always terrucos feminazi lgtbi and their sick follower
3070,3070,1.5896698156311E+18, @jonathanhb19 is an lgtbi begging to be accepted into mrs k's criminal organization, VIOLENT,, MODERATE, INFORMATIVE, OTHER,,   be an lgtbi beg to be accept into mrs ks criminal organization
3071,3071,1.6388857974611E+18," The US warns of ""possible repercussions"" on US aid if Uganda finally enacts its anti-Lgtbi law. Yankee ultra-Christian groups operate in Uganda, just like those who want to sentence women who abort to death in Alabama https://w.europapress.es/internacional/noticia-eeuu-avisa-posibles-repercusiones-ayuda-americana-si- uganda-finally-enacts-anti-lgtbi-law-20230323035603.html", NONVIOLENT,,,,,,  the us warn of possible repercussion on us aid if uganda finally enact its antilgtbi law yankee ultrachristian group operate in uganda just like those who want to sentence woman who abort to death in alabama   ugandafinallyenactsantilgtbilawhtml
